firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1050,lastname1050,July,28,1998,BS Information Technology Entrepreneurship,0917 467 6080,Male
name1051,lastname1051,June,9,2001,BS Management Engineering,0927 371 2566,Female
name1052,lastname1052,April,6,1997,BS Legal Management,0917 227 5205,Female
name1053,lastname1053,April,9,2000,BS Information Technology Entrepreneurship,0917 105 9613,Male
name1054,lastname1054,November,7,1998,BS Management Engineering,0918 339 7033,Male
name1055,lastname1055,August,23,1999,BS Communications Technology,0918 959 8550,Female
name1056,lastname1056,April,6,1999,BS Information Technology Entrepreneurship,0918 354 7812,Female
name1057,lastname1057,February,28,2001,BS Management Engineering,0918 514 4755,Male
name1058,lastname1058,November,12,2001,BS Legal Management,0927 197 8951,Female
name1059,lastname1059,April,11,1998,BS Information Technology Entrepreneurship,0918 680 4779,Male
name1060,lastname1060,July,1,2000,BS Communications Technology,0918 645 6025,Male
name1061,lastname1061,May,24,1997,BS Communications Technology,0917 371 3839,Female
name1062,lastname1062,July,19,1998,BS Management Engineering,0927 361 7293,Male
name1063,lastname1063,January,13,1997,BS Information Technology Entrepreneurship,0918 182 1959,Female
name1064,lastname1064,March,7,2000,BS Communications Technology,0917 818 4976,Male
name1065,lastname1065,April,8,1999,BS Management,0918 247 3215,Male
name1066,lastname1066,January,28,1997,BS Management Engineering,0927 344 3571,Male
name1067,lastname1067,October,3,1999,BS Legal Management,0917 557 5859,Female
name1068,lastname1068,July,4,1997,BS Communications Technology,0918 705 3092,Female
name1069,lastname1069,May,23,1999,BS Information Technology Entrepreneurship,0918 350 6711,Female
name1070,lastname1070,February,18,1999,BS Information Technology Entrepreneurship,0918 569 7640,Female
name1071,lastname1071,January,14,1999,BS Communications Technology,0918 474 5680,Female
name1072,lastname1072,August,13,1999,BS Communications Technology,0918 441 2380,Female
name1073,lastname1073,October,1,1997,BS Information Technology Entrepreneurship,0917 333 9074,Male
name1074,lastname1074,February,26,1998,BS Management,0927 231 5102,Male
name1075,lastname1075,August,22,2000,BS Communications Technology,0918 772 9445,Male
name1076,lastname1076,June,19,1998,BS Information Technology Entrepreneurship,0927 767 7062,Female
name1077,lastname1077,August,1,1997,BS Communications Technology,0917 222 4027,Male
name1078,lastname1078,August,18,1998,BS Management,0917 372 6091,Male
name1079,lastname1079,October,7,1999,BS Management Engineering,0918 598 8688,Female
name1080,lastname1080,November,17,2000,BS Management Engineering,0927 500 8664,Male
name1081,lastname1081,December,5,1999,BS Management Engineering,0927 904 3251,Male
name1082,lastname1082,January,28,2000,BS Management Engineering,0918 853 8895,Female
name1083,lastname1083,December,15,1998,BS Information Technology Entrepreneurship,0918 867 4047,Female
name1084,lastname1084,February,27,1999,BS Management,0927 780 5516,Female
name1085,lastname1085,June,28,2001,BS Communications Technology,0917 739 8316,Male
name1086,lastname1086,April,28,1997,BS Management,0917 257 8186,Male
name1087,lastname1087,March,28,1998,BS Management Engineering,0927 692 7290,Female
name1088,lastname1088,September,5,1999,BS Information Technology Entrepreneurship,0927 304 1355,Female
name1089,lastname1089,April,25,1999,BS Communications Technology,0918 955 8221,Male
name1090,lastname1090,July,27,2000,BS Communications Technology,0918 613 2252,Female
name1091,lastname1091,February,24,1999,BS Management,0927 740 8593,Female
name1092,lastname1092,February,17,2000,BS Management Engineering,0927 658 1569,Male
name1093,lastname1093,May,23,1997,BS Management Engineering,0927 325 6671,Male
name1094,lastname1094,June,25,2000,BS Management Engineering,0917 857 8412,Male
name1095,lastname1095,January,26,1997,BS Information Technology Entrepreneurship,0917 343 3386,Female
name1096,lastname1096,July,21,2001,BS Information Technology Entrepreneurship,0927 862 4541,Male
name1097,lastname1097,July,2,2000,BS Information Technology Entrepreneurship,0918 645 9539,Male
name1098,lastname1098,January,15,1999,BS Management Engineering,0927 381 8143,Female
name1099,lastname1099,March,22,2001,BS Management,0918 242 4918,Male
name1100,lastname1100,November,19,1997,BS Legal Management,0918 352 6064,Male
name1101,lastname1101,April,5,2000,BS Information Technology Entrepreneurship,0917 225 6387,Male
name1102,lastname1102,May,14,1999,BS Legal Management,0927 357 9725,Male
name1103,lastname1103,June,4,2001,BS Management Engineering,0917 811 5416,Male
name1104,lastname1104,December,12,1999,BS Communications Technology,0927 155 2357,Male
name1105,lastname1105,March,23,1999,BS Management Engineering,0927 659 7601,Female
name1106,lastname1106,October,26,1998,BS Legal Management,0917 579 9310,Male
name1107,lastname1107,December,14,2000,BS Management,0918 899 5954,Male
name1108,lastname1108,April,21,1997,BS Information Technology Entrepreneurship,0918 597 2109,Male
name1109,lastname1109,August,18,1997,BS Management,0927 331 2469,Female
name1110,lastname1110,November,23,1997,BS Communications Technology,0927 857 4325,Male
name1111,lastname1111,March,17,2001,BS Communications Technology,0917 745 6591,Male
name1112,lastname1112,February,25,1998,BS Legal Management,0927 820 4602,Female
name1113,lastname1113,June,8,1997,BS Information Technology Entrepreneurship,0917 541 3617,Female
name1114,lastname1114,June,16,1998,BS Information Technology Entrepreneurship,0917 561 4702,Male
name1115,lastname1115,February,25,1997,BS Management Engineering,0917 103 4403,Female
name1116,lastname1116,January,4,1999,BS Management,0917 472 8417,Male
name1117,lastname1117,April,25,2001,BS Information Technology Entrepreneurship,0918 962 8354,Male
name1118,lastname1118,July,23,1998,BS Management,0927 780 4566,Male
name1119,lastname1119,July,17,2001,BS Information Technology Entrepreneurship,0918 530 9778,Male
name1120,lastname1120,March,10,1999,BS Management,0918 501 4512,Male
name1121,lastname1121,December,17,1998,BS Legal Management,0918 439 4303,Male
name1122,lastname1122,January,3,1998,BS Legal Management,0917 310 8397,Male
name1123,lastname1123,September,2,2001,BS Legal Management,0917 686 3457,Male
name1124,lastname1124,January,1,1998,BS Management Engineering,0927 995 2764,Male
name1125,lastname1125,June,20,1999,BS Information Technology Entrepreneurship,0927 325 1153,Female
name1126,lastname1126,May,2,1998,BS Management,0927 383 7195,Male
name1127,lastname1127,July,28,1999,BS Information Technology Entrepreneurship,0917 859 6198,Male
name1128,lastname1128,February,16,2001,BS Communications Technology,0918 633 9731,Female
name1129,lastname1129,January,17,1998,BS Information Technology Entrepreneurship,0917 588 9566,Female
name1130,lastname1130,November,14,1997,BS Legal Management,0927 777 3805,Male
name1131,lastname1131,December,6,1998,BS Legal Management,0918 822 3585,Male
name1132,lastname1132,June,12,1997,BS Legal Management,0918 260 7816,Male
name1133,lastname1133,May,26,1998,BS Communications Technology,0917 367 2891,Female
name1134,lastname1134,June,26,1998,BS Management,0927 393 9901,Female
name1135,lastname1135,October,23,2000,BS Information Technology Entrepreneurship,0917 431 3651,Female
name1136,lastname1136,August,12,1998,BS Information Technology Entrepreneurship,0927 404 6189,Male
name1137,lastname1137,March,2,2001,BS Information Technology Entrepreneurship,0917 421 6329,Male
name1138,lastname1138,January,27,1998,BS Legal Management,0918 661 3666,Male
name1139,lastname1139,March,7,1999,BS Information Technology Entrepreneurship,0917 268 1923,Male
name1140,lastname1140,July,10,1997,BS Communications Technology,0918 825 7903,Male
name1141,lastname1141,August,8,1997,BS Management Engineering,0927 925 8074,Male
name1142,lastname1142,January,13,1998,BS Information Technology Entrepreneurship,0918 887 3826,Male
name1143,lastname1143,January,22,2001,BS Management,0917 198 1630,Male
name1144,lastname1144,March,5,1997,BS Communications Technology,0918 598 8378,Male
name1145,lastname1145,March,26,2001,BS Management Engineering,0918 531 4245,Female
name1146,lastname1146,January,3,1999,BS Management Engineering,0927 213 3415,Male
name1147,lastname1147,December,18,1998,BS Communications Technology,0927 304 9604,Male
name1148,lastname1148,May,23,1999,BS Management,0917 374 3789,Male
name1149,lastname1149,August,9,1997,BS Legal Management,0927 265 2172,Female
name1150,lastname1150,February,22,1998,BS Management,0918 116 3123,Male
name1151,lastname1151,May,13,1999,BS Information Technology Entrepreneurship,0917 443 9793,Female
name1152,lastname1152,September,22,1998,BS Management Engineering,0927 263 7472,Male
name1153,lastname1153,May,2,1997,BS Management Engineering,0917 728 8061,Female
name1154,lastname1154,April,13,1999,BS Management,0918 731 7945,Female
name1155,lastname1155,September,10,1997,BS Communications Technology,0917 480 8509,Female
name1156,lastname1156,March,17,1998,BS Information Technology Entrepreneurship,0917 616 9950,Female
name1157,lastname1157,April,12,2000,BS Information Technology Entrepreneurship,0918 234 5209,Female
name1158,lastname1158,June,14,2001,BS Information Technology Entrepreneurship,0918 389 5381,Male
name1159,lastname1159,December,13,1999,BS Legal Management,0917 711 1400,Male
name1160,lastname1160,March,6,1998,BS Information Technology Entrepreneurship,0917 131 9290,Male
name1161,lastname1161,June,21,2001,BS Communications Technology,0927 843 1852,Female
name1162,lastname1162,July,25,1997,BS Information Technology Entrepreneurship,0927 187 3418,Female
name1163,lastname1163,December,6,1999,BS Communications Technology,0917 922 3662,Female
name1164,lastname1164,February,23,1997,BS Communications Technology,0927 181 1014,Male
name1165,lastname1165,January,12,1998,BS Management,0918 306 6443,Female
name1166,lastname1166,November,16,2001,BS Management,0917 857 5459,Male
name1167,lastname1167,January,6,1999,BS Management Engineering,0917 480 9480,Male
name1168,lastname1168,August,10,1998,BS Information Technology Entrepreneurship,0918 965 1161,Male
name1169,lastname1169,May,26,1998,BS Management Engineering,0927 371 1482,Female
name1170,lastname1170,August,22,1999,BS Information Technology Entrepreneurship,0917 899 7261,Male
name1171,lastname1171,August,21,1999,BS Management Engineering,0917 880 9465,Male
name1172,lastname1172,December,24,2001,BS Information Technology Entrepreneurship,0927 495 8365,Female
name1173,lastname1173,July,6,1997,BS Legal Management,0927 251 2618,Male
name1174,lastname1174,April,28,1997,BS Management,0927 929 9497,Male
name1175,lastname1175,March,26,1998,BS Management,0918 969 6633,Male
name1176,lastname1176,March,10,1997,BS Management Engineering,0927 870 1377,Male
name1177,lastname1177,October,5,1999,BS Legal Management,0917 229 7640,Female
name1178,lastname1178,January,17,1999,BS Legal Management,0927 272 9809,Male
name1179,lastname1179,September,6,1998,BS Management,0917 605 9226,Female
name1180,lastname1180,December,27,1998,BS Management Engineering,0918 301 4221,Female
name1181,lastname1181,June,11,1998,BS Legal Management,0917 107 1646,Male
name1182,lastname1182,April,22,1997,BS Legal Management,0927 882 1975,Female
name1183,lastname1183,October,13,2001,BS Management,0917 452 8402,Female
name1184,lastname1184,August,6,1998,BS Management,0917 376 6822,Male
name1185,lastname1185,August,14,2000,BS Legal Management,0918 381 3967,Female
name1186,lastname1186,May,26,1997,BS Legal Management,0927 232 1448,Male
name1187,lastname1187,September,23,1999,BS Management,0927 969 6019,Male
name1188,lastname1188,July,6,1997,BS Legal Management,0917 115 1871,Male
name1189,lastname1189,March,27,1997,BS Management,0917 647 9836,Male
name1190,lastname1190,April,18,1999,BS Management,0927 689 6829,Male
name1191,lastname1191,October,22,1997,BS Management,0927 497 9934,Female
name1192,lastname1192,June,23,1998,BS Management Engineering,0918 783 7500,Female
name1193,lastname1193,August,8,2000,BS Information Technology Entrepreneurship,0927 276 6116,Male
name1194,lastname1194,June,11,1999,BS Legal Management,0917 678 7819,Female
name1195,lastname1195,October,24,1997,BS Information Technology Entrepreneurship,0918 989 3177,Male
name1196,lastname1196,October,5,1999,BS Legal Management,0918 993 8803,Female
name1197,lastname1197,December,15,1998,BS Information Technology Entrepreneurship,0918 317 1448,Female
name1198,lastname1198,September,8,1999,BS Legal Management,0918 499 4910,Female
name1199,lastname1199,February,15,2001,BS Management Engineering,0917 827 2415,Male
name1200,lastname1200,May,6,1997,BS Management,0927 604 6296,Female
name1201,lastname1201,December,26,1998,BS Communications Technology,0917 265 2898,Female
name1202,lastname1202,December,25,1997,BS Management,0918 862 4131,Male
name1203,lastname1203,March,15,1998,BS Information Technology Entrepreneurship,0918 780 9938,Male
name1204,lastname1204,June,23,1997,BS Communications Technology,0927 738 1390,Female
name1205,lastname1205,February,4,1998,BS Management Engineering,0918 149 2057,Female
name1206,lastname1206,December,6,1997,BS Information Technology Entrepreneurship,0917 503 5133,Male
